sale_id,date,product_id,contract_id,qty,price,revenue
4469,2020-03-13,MX_IND,CON_22,140,6544,916160
4470,2024-01-21,BL_CHOP,CON_5,125,2076,259500
4471,2022-09-15,EX_FLAT,CON_12,126,1825,229950
4472,2020-08-14,SW,CON_3,111,1357,150627
4473,2021-04-19,AF_75,CON_2,117,8030,939510
4474,2020-12-05,BL_CHOP,CON_16,121,2094,253374
4475,2022-02-14,MX_IND,CON_17,118,7285,859630
4476,2023-05-09,BL_IND,CON_1,111,4889,542679
4477,2020-11-08,MX_IND,CON_17,122,10510,1282220
4478,2020-09-20,FAN_STD,CON_6,119,1824,217056
4479,2020-02-08,BL_IND,CON_1,123,4597,565431
4480,2022-11-14,EX_CIRC,CON_24,114,2154,245556
4481,2024-08-22,EX_CIRC,CON_24,117,2658,310986
4482,2021-06-02,EX_CIRC,CON_18,155,2435,377425
4483,2020-07-25,EX_FLAT,CON_12,147,2092,307524
4484,2021-09-25,ESP,CON_13,117,6538,764946
4485,2020-10-27,AF_5,CON_19,112,6067,679504
4486,2020-09-28,BL_CHOP,CON_5,123,1898,233454
4487,2022-10-06,BL_CHOP,CON_5,109,1886,205574
4488,2024-09-16,AF_75,CON_2,153,8268,1265004
4489,2023-04-30,BL_IND,CON_1,125,6786,848250
4490,2022-10-06,EX_CIRC,CON_24,111,2406,267066
4491,2021-11-14,FAN_STD,CON_7,114,1872,213408
4492,2022-12-01,MX_IND,CON_22,100,8551,855100
4493,2020-01-05,MX_IND,CON_15,131,11003,1441393
4494,2023-12-21,FAN_STD,CON_7,128,2645,338560
4495,2020-07-15,BL_KIT,CON_21,120,3155,378600
4496,2023-08-22,EX_CIRC,CON_24,126,2016,254016
4497,2020-05-16,BL_CHOP,CON_5,130,1812,235560
4498,2021-03-03,EX_CIRC,CON_24,115,2446,281290
4499,2023-05-19,MX_IND,CON_8,115,10213,1174495
4500,2024-10-19,EX_CIRC,CON_24,112,2470,276640
4501,2023-10-31,BL_CHOP,CON_16,116,2030,235480
4502,2022-08-24,FAN_STD,CON_6,115,2327,267605
4503,2020-06-09,BL_IND,CON_1,125,5733,716625
4504,2020-07-29,ESP,CON_13,127,9942,1262634
4505,2021-06-28,SW,CON_3,100,1964,196400
4506,2023-03-10,AF_75,CON_2,123,7191,884493
4507,2022-09-09,MX_IND,CON_8,94,10709,1006646
4508,2023-12-22,MX_IND,CON_22,127,9966,1265682
4509,2022-12-28,AF_75,CON_2,112,8770,982240
4510,2023-01-14,SW,CON_3,116,1894,219704
4511,2020-04-15,ESP,CON_13,108,8807,951156
4512,2020-11-11,MX_IND,CON_17,116,9541,1106756
4513,2024-05-03,ESP,CON_10,127,8390,1065530
4514,2020-11-21,AF_75,CON_23,117,8081,945477
4515,2022-01-22,EX_CIRC,CON_24,122,2019,246318
4516,2020-08-15,BL_KIT,CON_9,125,2726,340750
4517,2020-09-30,BL_IND,CON_1,110,4893,538230
4518,2023-07-21,FAN_STD,CON_6,115,2153,247595
4519,2020-02-06,FAN_STD,CON_6,120,2407,288840
4520,2020-06-03,BL_CHOP,CON_16,126,2133,268758
4521,2020-10-23,BL_KIT,CON_9,114,2599,296286
4522,2023-08-29,BL_KIT,CON_21,123,2507,308361
4523,2023-01-08,EX_FLAT,CON_12,125,1602,200250
4524,2024-05-18,EX_CIRC,CON_24,123,2404,295692
4525,2022-09-19,MX_IND,CON_15,114,7622,868908
4526,2024-04-27,BL_CHOP,CON_11,100,2241,224100
4527,2021-01-12,EX_FLAT,CON_20,120,1759,211080
4528,2023-02-26,MX_IND,CON_22,121,6599,798479
4529,2021-04-22,BL_CHOP,CON_16,118,1977,233286
4530,2022-04-25,BL_IND,CON_1,119,6977,830263
4531,2022-11-01,EX_FLAT,CON_12,115,1628,187220
4532,2021-05-27,SW,CON_3,117,1682,196794
4533,2023-12-23,BL_KIT,CON_9,115,2953,339595
4534,2020-04-30,MX_IND,CON_17,109,10800,1177200
4535,2021-08-04,MX_IND,CON_22,107,9637,1031159
4536,2021-10-29,EX_FLAT,CON_4,128,1668,213504
4537,2020-05-19,AF_75,CON_2,119,7672,912968
4538,2023-07-19,AF_75,CON_14,114,7163,816582
4539,2020-03-28,AF_75,CON_14,124,6609,819516
4540,2024-07-25,AF_75,CON_14,129,8873,1144617
4541,2021-01-14,FAN_STD,CON_6,112,2450,274400
4542,2024-06-05,BL_CHOP,CON_16,119,2426,288694
4543,2024-01-30,BL_KIT,CON_9,148,3294,487512
4544,2023-08-18,ESP,CON_13,132,8288,1094016
4545,2020-07-07,BL_CHOP,CON_11,120,2227,267240
4546,2024-07-24,MX_IND,CON_22,116,6477,751332
4547,2023-05-26,AF_75,CON_23,115,6830,785450
4548,2021-10-17,FAN_STD,CON_7,111,2581,286491
4549,2024-02-09,SW,CON_3,120,2324,278880
4550,2020-10-27,MX_IND,CON_15,117,11333,1325961
4551,2020-03-24,FAN_STD,CON_7,109,2474,269666
4552,2024-08-28,BL_CHOP,CON_16,120,1997,239640
4553,2021-04-14,EX_CIRC,CON_24,103,2416,248848
4554,2021-12-30,AF_75,CON_2,119,6671,793849
4555,2024-11-04,BL_KIT,CON_9,129,3095,399255
4556,2020-06-02,ESP,CON_13,114,6835,779190
4557,2020-12-26,MX_IND,CON_17,94,11833,1112302
4558,2021-08-17,MX_IND,CON_17,111,10935,1213785
4559,2024-12-08,FAN_STD,CON_6,121,2597,314237
4560,2021-05-26,BL_KIT,CON_9,118,3066,361788
4561,2023-03-19,BL_CHOP,CON_16,125,2076,259500
4562,2020-01-24,FAN_STD,CON_7,110,2685,295350
4563,2021-01-26,EX_FLAT,CON_12,111,1721,191031
4564,2021-12-07,AF_75,CON_2,105,7443,781515
4565,2021-09-27,EX_CIRC,CON_24,120,2310,277200
4566,2021-04-04,MX_IND,CON_22,128,7146,914688
4567,2020-10-16,EX_CIRC,CON_24,113,2185,246905
4568,2024-04-23,EX_FLAT,CON_20,135,2038,275130
4569,2022-05-14,BL_IND,CON_1,118,5640,665520
4570,2024-07-14,SW,CON_3,111,2259,250749
4571,2022-05-20,MX_IND,CON_17,95,8045,764275
4572,2021-04-28,AF_75,CON_14,111,8349,926739
4573,2024-07-18,BL_KIT,CON_21,117,2871,335907
4574,2024-02-16,AF_75,CON_2,125,8241,1030125
4575,2023-02-05,AF_75,CON_14,115,9060,1041900
4576,2021-08-24,FAN_STD,CON_7,121,2014,243694
4577,2021-10-27,MX_IND,CON_8,135,10163,1372005
4578,2023-06-20,BL_CHOP,CON_5,122,1805,220210
4579,2022-06-02,ESP,CON_13,136,6208,844288
4580,2023-07-25,ESP,CON_10,126,8303,1046178
4581,2022-12-11,BL_CHOP,CON_16,122,2484,303048
4582,2020-09-08,EX_FLAT,CON_4,119,1767,210273
4583,2024-09-02,EX_CIRC,CON_24,124,2382,295368
4584,2022-07-17,AF_5,CON_19,113,5927,669751
4585,2020-11-01,ESP,CON_13,137,8675,1188475
4586,2023-05-14,EX_FLAT,CON_4,111,1702,188922
4587,2023-09-21,EX_FLAT,CON_4,105,1901,199605
4588,2021-07-29,MX_IND,CON_17,112,8325,932400
4589,2024-12-07,BL_CHOP,CON_5,101,2364,238764
4590,2021-02-06,EX_CIRC,CON_24,121,2281,276001
4591,2023-09-27,AF_5,CON_19,123,6368,783264
4592,2022-12-06,FAN_STD,CON_7,123,2681,329763
4593,2023-03-09,BL_KIT,CON_9,148,3051,451548
4594,2022-12-21,EX_FLAT,CON_12,123,1944,239112
4595,2023-08-08,BL_IND,CON_1,115,6325,727375
4596,2021-04-06,AF_75,CON_2,105,8445,886725
4597,2022-09-10,EX_CIRC,CON_18,137,2613,357981
4598,2022-03-09,MX_IND,CON_8,122,8130,991860
4599,2020-05-08,BL_CHOP,CON_16,131,1852,242612
4600,2020-04-25,FAN_STD,CON_7,128,1996,255488
4601,2022-03-26,MX_IND,CON_22,121,9453,1143813
4602,2022-01-31,EX_CIRC,CON_24,98,2296,225008
4603,2020-03-01,FAN_STD,CON_6,123,1813,222999
4604,2020-09-06,MX_IND,CON_22,113,7285,823205
4605,2024-09-08,ESP,CON_10,141,6537,921717
4606,2022-08-23,AF_75,CON_2,125,8748,1093500
4607,2022-03-17,MX_IND,CON_8,125,10641,1330125
4608,2020-01-06,BL_KIT,CON_9,137,3315,454155
4609,2021-06-25,AF_75,CON_14,103,6996,720588
4610,2022-04-22,FAN_STD,CON_6,128,2053,262784
4611,2022-06-06,AF_75,CON_23,127,6604,838708
4612,2020-03-29,MX_IND,CON_15,116,10760,1248160
4613,2024-08-01,SW,CON_3,112,1407,157584
4614,2020-07-24,BL_CHOP,CON_5,107,2350,251450
4615,2024-02-05,AF_5,CON_19,136,4649,632264
4616,2020-01-16,EX_CIRC,CON_24,136,2656,361216
4617,2021-02-26,EX_FLAT,CON_4,123,2130,261990
4618,2023-03-01,AF_75,CON_14,119,7528,895832
4619,2024-06-13,EX_CIRC,CON_18,106,2406,255036
4620,2023-11-05,MX_IND,CON_22,96,6643,637728
4621,2021-10-05,MX_IND,CON_15,109,10805,1177745
4622,2024-04-13,AF_75,CON_23,126,9101,1146726
4623,2020-02-12,AF_75,CON_2,130,9076,1179880
4624,2022-08-09,FAN_STD,CON_6,123,2277,280071
4625,2021-04-05,SW,CON_3,102,1241,126582
4626,2020-09-18,FAN_STD,CON_6,108,2963,320004
4627,2023-03-08,FAN_STD,CON_6,106,2204,233624
4628,2023-11-02,MX_IND,CON_8,112,11969,1340528
4629,2020-06-13,BL_CHOP,CON_5,115,2366,272090
4630,2022-12-30,MX_IND,CON_17,109,11068,1206412
4631,2021-06-11,BL_KIT,CON_21,135,3086,416610
4632,2021-04-04,FAN_STD,CON_6,118,2896,341728
4633,2020-03-26,ESP,CON_10,117,8856,1036152
4634,2023-06-29,MX_IND,CON_8,116,11460,1329360
4635,2022-03-02,AF_75,CON_2,126,6912,870912
4636,2021-02-26,BL_CHOP,CON_16,116,1978,229448
4637,2023-07-29,ESP,CON_13,130,9791,1272830
4638,2024-07-17,BL_KIT,CON_9,123,3102,381546
4639,2021-06-19,BL_KIT,CON_9,125,3021,377625
4640,2022-01-18,EX_CIRC,CON_18,122,2270,276940
4641,2024-07-26,FAN_STD,CON_6,121,1836,222156
4642,2023-03-19,EX_CIRC,CON_18,108,2245,242460
4643,2020-10-17,BL_KIT,CON_9,128,2764,353792
4644,2021-07-26,MX_IND,CON_17,127,11828,1502156
4645,2024-12-24,AF_75,CON_23,103,8283,853149
4646,2023-11-26,AF_5,CON_19,145,6332,918140
4647,2021-04-04,FAN_STD,CON_6,109,2896,315664
4648,2024-10-29,BL_KIT,CON_9,132,2902,383064
4649,2022-05-26,BL_CHOP,CON_11,137,2308,316196
4650,2024-04-17,EX_CIRC,CON_18,137,2777,380449
4651,2020-08-11,MX_IND,CON_15,123,6169,758787
4652,2024-10-03,BL_IND,CON_1,113,5222,590086
4653,2020-10-05,ESP,CON_13,128,9467,1211776
4654,2021-05-24,AF_75,CON_23,123,8616,1059768
4655,2022-05-18,BL_CHOP,CON_16,126,2272,286272
4656,2024-12-03,AF_5,CON_19,121,6450,780450
4657,2023-07-18,FAN_STD,CON_7,119,2272,270368
4658,2023-08-09,BL_KIT,CON_21,120,3106,372720
4659,2023-07-18,FAN_STD,CON_6,103,2784,286752
4660,2021-08-06,ESP,CON_10,118,9854,1162772
4661,2023-05-17,BL_CHOP,CON_16,118,2049,241782
4662,2022-07-05,AF_75,CON_2,118,7806,921108
4663,2024-02-13,EX_FLAT,CON_4,139,1787,248393
4664,2022-12-12,AF_75,CON_23,129,6903,890487
4665,2023-04-20,EX_CIRC,CON_18,127,2736,347472
4666,2020-01-02,MX_IND,CON_8,122,6995,853390
4667,2023-10-17,AF_75,CON_2,100,8134,813400
4668,2021-10-26,EX_FLAT,CON_20,106,2193,232458
4669,2023-07-03,AF_75,CON_14,113,8840,998920
4670,2022-07-16,EX_FLAT,CON_12,121,2100,254100
4671,2020-03-07,MX_IND,CON_8,106,8736,926016
4672,2023-09-16,BL_CHOP,CON_11,115,2349,270135
4673,2022-11-08,EX_FLAT,CON_12,123,1615,198645
4674,2022-10-08,SW,CON_3,129,1594,205626
4675,2021-09-03,BL_KIT,CON_21,132,3108,410256
4676,2024-10-23,BL_CHOP,CON_11,99,2428,240372
4677,2020-04-17,BL_CHOP,CON_11,107,1848,197736
4678,2024-05-02,MX_IND,CON_22,146,6350,927100
4679,2021-01-13,AF_75,CON_14,123,8975,1103925
4680,2024-09-20,BL_IND,CON_1,108,6042,652536
4681,2020-11-23,MX_IND,CON_8,121,9761,1181081
4682,2024-08-10,MX_IND,CON_17,107,10009,1070963
4683,2021-10-27,MX_IND,CON_22,102,9229,941358
4684,2021-02-20,FAN_STD,CON_7,107,2681,286867
4685,2023-12-08,MX_IND,CON_17,121,8272,1000912
4686,2020-06-06,BL_KIT,CON_9,110,2833,311630
4687,2023-04-29,AF_75,CON_23,117,8699,1017783
4688,2024-05-31,FAN_STD,CON_6,124,2931,363444
4689,2021-02-18,ESP,CON_13,122,6744,822768
4690,2024-05-22,ESP,CON_13,112,8457,947184
4691,2023-11-08,BL_CHOP,CON_11,121,1864,225544
4692,2020-05-12,FAN_STD,CON_6,95,2925,277875
4693,2024-06-04,MX_IND,CON_8,120,10503,1260360
4694,2021-01-22,FAN_STD,CON_7,124,2251,279124
4695,2020-06-02,SW,CON_3,135,2443,329805
4696,2021-04-17,AF_75,CON_23,109,7938,865242
4697,2023-02-16,BL_CHOP,CON_11,103,2211,227733
4698,2023-08-29,BL_CHOP,CON_16,129,2215,285735
4699,2023-09-04,EX_FLAT,CON_12,109,1723,187807
4700,2020-08-22,AF_5,CON_19,126,4691,591066
4701,2024-05-21,FAN_STD,CON_6,128,2879,368512
4702,2023-07-15,EX_FLAT,CON_20,106,1905,201930
4703,2023-01-27,AF_75,CON_2,113,8209,927617
4704,2023-08-25,BL_KIT,CON_9,115,3401,391115
4705,2023-08-28,EX_CIRC,CON_24,131,2720,356320
4706,2023-08-13,SW,CON_3,125,1645,205625
4707,2021-09-15,AF_75,CON_14,137,7204,986948
4708,2024-10-10,MX_IND,CON_8,137,8607,1179159
4709,2020-08-06,EX_CIRC,CON_18,113,2235,252555
4710,2023-02-15,FAN_STD,CON_7,106,2280,241680
4711,2021-05-03,EX_CIRC,CON_24,116,2058,238728
4712,2023-05-26,BL_CHOP,CON_5,114,2098,239172
4713,2022-03-29,MX_IND,CON_15,106,10653,1129218
4714,2024-08-03,FAN_STD,CON_7,122,2898,353556
4715,2022-10-22,MX_IND,CON_15,131,12000,1572000
4716,2021-04-19,EX_FLAT,CON_4,133,2146,285418
4717,2024-05-19,AF_75,CON_23,113,8349,943437
4718,2024-10-02,ESP,CON_10,138,8764,1209432
4719,2020-09-08,MX_IND,CON_15,116,9988,1158608
4720,2023-07-25,BL_KIT,CON_9,125,3295,411875
4721,2024-09-19,AF_5,CON_19,123,5929,729267
4722,2023-04-08,MX_IND,CON_8,122,11609,1416298
4723,2021-08-08,AF_75,CON_2,120,8786,1054320
4724,2021-01-22,SW,CON_3,133,1684,223972
4725,2024-12-10,AF_75,CON_14,134,8414,1127476
4726,2023-09-16,EX_CIRC,CON_18,93,2045,190185
4727,2020-05-06,EX_CIRC,CON_18,143,2152,307736
4728,2021-06-30,BL_CHOP,CON_11,123,2127,261621
4729,2021-03-29,EX_FLAT,CON_20,130,2075,269750
4730,2021-05-26,AF_75,CON_14,130,7824,1017120
4731,2020-11-17,FAN_STD,CON_6,127,2999,380873
4732,2020-10-09,AF_75,CON_23,101,8026,810626
4733,2022-12-28,MX_IND,CON_22,123,6956,855588
4734,2021-01-28,FAN_STD,CON_7,114,2408,274512
4735,2024-10-29,AF_75,CON_14,109,7157,780113
4736,2021-12-15,MX_IND,CON_15,126,7491,943866
4737,2021-03-09,MX_IND,CON_17,116,11559,1340844
4738,2020-04-22,EX_FLAT,CON_4,127,2018,256286
4739,2022-04-30,EX_FLAT,CON_12,112,2139,239568
4740,2021-04-18,MX_IND,CON_15,109,6063,660867
4741,2022-09-01,AF_75,CON_23,111,7636,847596
4742,2021-03-21,FAN_STD,CON_6,120,1819,218280
4743,2020-09-10,ESP,CON_10,104,6823,709592
4744,2022-01-24,BL_CHOP,CON_11,119,2328,277032
4745,2023-07-07,EX_FLAT,CON_4,128,2129,272512
4746,2024-01-18,MX_IND,CON_17,123,9197,1131231
4747,2022-05-05,BL_CHOP,CON_5,112,2077,232624
4748,2023-11-27,FAN_STD,CON_6,124,2875,356500
4749,2021-10-06,EX_CIRC,CON_24,128,2543,325504
4750,2021-07-24,ESP,CON_13,121,8098,979858
4751,2024-06-16,EX_CIRC,CON_24,126,2750,346500
4752,2021-02-20,MX_IND,CON_22,131,7818,1024158
4753,2020-03-04,EX_FLAT,CON_4,101,2001,202101
4754,2021-04-26,BL_CHOP,CON_5,111,1916,212676
4755,2021-12-26,AF_75,CON_2,112,7534,843808
4756,2023-09-03,AF_75,CON_23,103,9304,958312
4757,2021-02-14,MX_IND,CON_17,121,6853,829213
4758,2024-12-17,EX_CIRC,CON_18,111,2039,226329
4759,2024-02-29,FAN_STD,CON_7,107,2226,238182
4760,2023-03-17,EX_CIRC,CON_18,105,2240,235200
4761,2022-06-06,EX_CIRC,CON_24,105,2181,229005
4762,2020-06-19,MX_IND,CON_15,114,9688,1104432
4763,2022-08-26,FAN_STD,CON_7,125,2660,332500
4764,2023-01-03,ESP,CON_13,119,9490,1129310
4765,2023-03-23,AF_75,CON_14,126,6818,859068
4766,2020-07-03,SW,CON_3,115,2269,260935
4767,2024-11-04,AF_75,CON_23,113,7219,815747
4768,2024-01-23,BL_CHOP,CON_5,125,2483,310375
4769,2023-08-20,BL_CHOP,CON_5,114,1827,208278
4770,2021-12-30,BL_KIT,CON_21,113,3189,360357
4771,2022-03-03,ESP,CON_13,139,7254,1008306
4772,2021-08-05,BL_CHOP,CON_11,128,2413,308864
4773,2021-02-05,MX_IND,CON_15,97,6342,615174
4774,2024-12-31,FAN_STD,CON_7,115,2416,277840
4775,2020-05-23,BL_KIT,CON_21,111,2610,289710
4776,2020-08-18,EX_CIRC,CON_18,110,2376,261360
4777,2022-06-01,SW,CON_3,124,2092,259408
4778,2020-10-23,BL_CHOP,CON_11,119,2218,263942
4779,2024-02-26,BL_CHOP,CON_16,106,1906,202036
4780,2021-07-10,ESP,CON_13,118,8418,993324
4781,2020-07-20,EX_FLAT,CON_4,112,2139,239568
4782,2021-09-05,BL_IND,CON_1,119,5079,604401
4783,2023-03-12,BL_CHOP,CON_5,130,2598,337740
4784,2022-12-17,EX_CIRC,CON_18,125,2105,263125
4785,2024-06-04,BL_CHOP,CON_16,132,2582,340824
4786,2020-06-24,MX_IND,CON_17,106,11397,1208082
4787,2024-08-23,BL_CHOP,CON_5,116,2299,266684
4788,2020-11-26,BL_CHOP,CON_11,126,1984,249984
4789,2023-03-13,ESP,CON_10,116,7681,890996
4790,2023-05-10,BL_CHOP,CON_5,126,2366,298116
4791,2023-12-18,ESP,CON_13,135,7051,951885
4792,2020-10-15,ESP,CON_13,119,8034,956046
4793,2020-02-26,EX_CIRC,CON_18,135,2750,371250
4794,2023-12-18,ESP,CON_13,109,7826,853034
4795,2023-12-22,BL_CHOP,CON_11,108,2422,261576
4796,2023-03-28,FAN_STD,CON_7,125,2015,251875
4797,2023-08-15,ESP,CON_10,129,8963,1156227
4798,2021-03-22,EX_FLAT,CON_4,123,2096,257808
4799,2021-03-15,SW,CON_3,137,1903,260711
4800,2022-03-10,EX_FLAT,CON_12,119,1932,229908
4801,2024-06-23,AF_75,CON_14,105,8476,889980
4802,2022-04-15,BL_KIT,CON_9,109,2844,309996
4803,2022-03-07,MX_IND,CON_17,109,11739,1279551
4804,2024-11-15,AF_5,CON_19,117,5548,649116
4805,2022-02-25,BL_CHOP,CON_11,107,2349,251343
4806,2023-08-05,AF_75,CON_23,100,6581,658100
4807,2021-02-20,AF_75,CON_2,98,7117,697466
4808,2023-05-09,EX_CIRC,CON_18,113,2155,243515
4809,2023-12-02,BL_CHOP,CON_11,129,2437,314373
4810,2023-10-10,AF_75,CON_23,141,8937,1260117
4811,2020-11-17,FAN_STD,CON_7,122,2767,337574
4812,2023-10-07,EX_CIRC,CON_18,125,2372,296500
4813,2022-06-09,MX_IND,CON_15,123,10923,1343529
4814,2020-09-22,BL_CHOP,CON_16,114,1984,226176
4815,2023-09-10,BL_KIT,CON_9,126,2660,335160
4816,2021-09-21,AF_5,CON_19,106,5547,587982
4817,2023-07-01,EX_CIRC,CON_18,114,2695,307230
4818,2024-07-25,EX_CIRC,CON_18,140,2145,300300
4819,2020-11-04,FAN_STD,CON_7,104,2742,285168
4820,2020-12-29,EX_CIRC,CON_18,118,2557,301726
4821,2021-03-24,ESP,CON_13,130,6280,816400
4822,2020-01-22,EX_FLAT,CON_12,141,1716,241956
4823,2022-03-19,BL_CHOP,CON_5,123,2414,296922
4824,2024-03-19,EX_FLAT,CON_4,119,1988,236572
4825,2022-09-12,AF_5,CON_19,129,6198,799542
4826,2020-11-03,FAN_STD,CON_7,121,2245,271645
4827,2020-10-09,ESP,CON_13,103,8998,926794
4828,2023-05-26,EX_FLAT,CON_20,121,1937,234377
4829,2021-11-02,AF_75,CON_14,147,9333,1371951
4830,2024-12-11,FAN_STD,CON_7,116,2883,334428
4831,2020-12-16,ESP,CON_13,117,7501,877617
4832,2023-08-08,AF_75,CON_23,113,8186,925018
4833,2020-03-18,BL_IND,CON_1,122,5631,686982
4834,2020-03-21,AF_75,CON_14,138,7855,1083990
4835,2021-02-21,MX_IND,CON_17,111,6666,739926
4836,2022-01-28,FAN_STD,CON_7,111,2003,222333
4837,2023-04-29,SW,CON_3,120,1526,183120
4838,2022-07-15,EX_FLAT,CON_4,134,1941,260094
4839,2022-04-10,ESP,CON_10,127,7940,1008380
4840,2024-06-24,BL_IND,CON_1,107,5889,630123
4841,2024-04-24,BL_IND,CON_1,107,4778,511246
4842,2022-04-26,FAN_STD,CON_7,122,2550,311100
4843,2022-08-15,EX_FLAT,CON_4,121,1841,222761
4844,2020-12-26,ESP,CON_10,95,6079,577505
4845,2023-02-19,BL_CHOP,CON_16,111,2505,278055
4846,2022-04-29,AF_75,CON_2,122,7983,973926
4847,2022-04-06,EX_FLAT,CON_4,114,2067,235638
4848,2022-03-13,AF_75,CON_14,128,7973,1020544
4849,2022-08-30,MX_IND,CON_15,113,10173,1149549
4850,2021-09-01,FAN_STD,CON_6,119,1991,236929
4851,2024-03-20,EX_FLAT,CON_20,113,2149,242837
4852,2020-12-30,AF_5,CON_19,105,4613,484365
4853,2024-09-17,EX_FLAT,CON_4,116,1864,216224
4854,2021-06-09,EX_CIRC,CON_18,120,2319,278280
4855,2020-08-13,EX_FLAT,CON_12,108,1694,182952
4856,2023-02-26,AF_75,CON_14,124,8853,1097772
4857,2020-02-06,EX_CIRC,CON_24,118,2468,291224
4858,2021-06-19,BL_IND,CON_1,111,6135,680985
4859,2024-10-04,MX_IND,CON_17,109,10130,1104170
4860,2023-10-08,AF_75,CON_2,104,9410,978640
4861,2021-08-05,EX_CIRC,CON_24,131,2184,286104
4862,2022-03-21,MX_IND,CON_22,114,9535,1086990
4863,2021-07-26,MX_IND,CON_8,115,9996,1149540
4864,2020-03-26,SW,CON_3,116,2378,275848
4865,2020-05-31,BL_CHOP,CON_16,146,2228,325288
4866,2020-02-08,BL_CHOP,CON_16,122,1899,231678
4867,2023-12-22,BL_IND,CON_1,115,6826,784990
4868,2024-02-04,BL_IND,CON_1,126,4988,628488
4869,2020-03-16,MX_IND,CON_17,112,11365,1272880
4870,2022-05-02,BL_CHOP,CON_5,113,1922,217186
4871,2023-10-09,BL_KIT,CON_21,135,3334,450090
4872,2023-10-23,SW,CON_3,119,1865,221935
4873,2024-01-14,AF_5,CON_19,101,4664,471064
4874,2021-12-09,FAN_STD,CON_7,112,2763,309456
4875,2021-03-17,FAN_STD,CON_6,128,2056,263168
4876,2024-05-20,BL_IND,CON_1,119,5268,626892
4877,2021-01-19,FAN_STD,CON_6,133,1838,244454
4878,2023-11-23,BL_KIT,CON_21,115,3240,372600
4879,2022-04-02,EX_CIRC,CON_24,131,2528,331168
4880,2022-03-04,AF_75,CON_2,134,8913,1194342
4881,2021-03-07,FAN_STD,CON_6,139,2905,403795
4882,2023-08-31,ESP,CON_13,107,8573,917311
4883,2023-02-06,AF_5,CON_19,114,5732,653448
4884,2022-02-10,BL_CHOP,CON_16,121,2521,305041
4885,2021-04-24,BL_KIT,CON_21,129,3233,417057
4886,2020-05-05,BL_KIT,CON_9,130,2681,348530
4887,2020-12-14,FAN_STD,CON_7,124,2771,343604
4888,2022-01-14,BL_CHOP,CON_11,109,1813,197617
4889,2020-03-17,BL_KIT,CON_21,133,2749,365617
4890,2020-02-27,MX_IND,CON_22,128,9595,1228160
4891,2023-08-09,ESP,CON_13,128,7621,975488
4892,2022-01-20,MX_IND,CON_15,111,9723,1079253
4893,2021-10-15,ESP,CON_10,109,7071,770739
4894,2024-04-17,BL_CHOP,CON_5,125,1957,244625
4895,2021-04-11,MX_IND,CON_15,121,8198,991958
4896,2021-08-27,EX_FLAT,CON_12,128,2073,265344
4897,2021-12-01,BL_CHOP,CON_5,109,1875,204375
4898,2022-03-25,AF_75,CON_2,121,7791,942711
4899,2020-03-27,BL_CHOP,CON_5,115,2162,248630
4900,2022-02-08,MX_IND,CON_17,137,10202,1397674
4901,2022-07-20,FAN_STD,CON_7,131,2419,316889
4902,2023-04-25,EX_FLAT,CON_20,114,1837,209418
4903,2021-03-28,AF_75,CON_23,115,6834,785910
4904,2020-07-03,MX_IND,CON_22,119,9780,1163820
4905,2023-04-12,AF_75,CON_14,114,9261,1055754
4906,2023-09-19,BL_CHOP,CON_11,110,2592,285120
4907,2024-10-12,MX_IND,CON_17,117,9350,1093950
4908,2021-12-28,FAN_STD,CON_7,110,2106,231660
4909,2020-01-16,MX_IND,CON_15,115,8240,947600
4910,2024-09-04,MX_IND,CON_17,126,11539,1453914
4911,2023-11-03,BL_KIT,CON_21,141,3098,436818
4912,2022-08-29,MX_IND,CON_17,98,7960,780080
4913,2022-10-14,EX_CIRC,CON_24,118,2390,282020
4914,2020-06-18,AF_75,CON_14,100,9125,912500
4915,2022-09-08,AF_5,CON_19,139,4553,632867
4916,2020-10-29,FAN_STD,CON_7,107,2726,291682
4917,2023-08-26,BL_IND,CON_1,128,4772,610816
4918,2023-02-02,MX_IND,CON_15,106,7293,773058
4919,2024-03-29,BL_KIT,CON_21,118,2849,336182
4920,2020-01-24,ESP,CON_13,130,8392,1090960
4921,2022-10-22,BL_CHOP,CON_11,122,1804,220088
4922,2020-02-16,EX_FLAT,CON_20,114,2002,228228
4923,2021-08-02,BL_KIT,CON_21,138,2678,369564
4924,2022-02-10,EX_FLAT,CON_12,119,2035,242165
4925,2020-08-05,EX_FLAT,CON_12,113,1733,195829
4926,2022-06-10,SW,CON_3,108,2316,250128
4927,2023-08-05,MX_IND,CON_15,110,10645,1170950
4928,2023-08-01,SW,CON_3,131,1905,249555
4929,2020-10-04,MX_IND,CON_15,103,7895,813185
4930,2023-06-25,ESP,CON_13,139,9361,1301179
4931,2023-09-05,BL_KIT,CON_21,129,3292,424668
4932,2020-08-13,BL_CHOP,CON_16,105,1906,200130
4933,2022-03-04,EX_FLAT,CON_20,103,2113,217639
4934,2022-04-29,EX_CIRC,CON_24,137,2322,318114
4935,2021-06-25,EX_FLAT,CON_20,119,2118,252042
4936,2021-04-19,BL_CHOP,CON_11,126,1934,243684
4937,2021-07-07,EX_CIRC,CON_24,113,2386,269618
4938,2021-03-27,EX_FLAT,CON_4,116,1752,203232
4939,2023-08-02,EX_FLAT,CON_20,106,1939,205534
4940,2023-07-13,EX_FLAT,CON_12,94,1758,165252
