date,product_id,planned,actual,utilization,delay,utilization_pct,product_name,category,is_active,efficiency_pct,unused_capacity,is_delayed
2021-07-25,EX_FLAT,54,50,0.71,1,71.0,Exhaust Flat,Cooling,True,92.59,4,True
2021-07-25,EX_POLY,55,53,0.87,1,87.0,Exhaust Polygon,Cooling,False,96.36,2,True
2021-07-25,EX_CIRC,55,54,0.9,1,90.0,Exhaust Circular,Cooling,True,98.18,1,True
2021-07-25,AF_5,44,43,0.85,1,85.0,Air Fryer 5L,Kitchen,True,97.73,1,True
2021-07-25,AF_75,58,57,0.68,1,68.0,Air Fryer 7.5L,Kitchen,True,98.28,1,True
2021-07-25,BL_CHOP,47,44,0.82,1,82.0,Chopper Blender,Kitchen,True,93.62,3,True
2021-07-25,BL_KIT,56,56,0.77,0,77.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-07-25,BL_IND,39,35,0.7,1,70.0,Industrial Blender,Industrial,True,89.74,4,True
2021-07-25,ESP,51,49,0.66,1,66.0,Espresso Machine,Kitchen,True,96.08,2,True
2021-07-25,SW,49,45,0.77,1,77.0,Sandwich Maker,Kitchen,True,91.84,4,True
2021-07-25,MX_KIT,43,43,0.62,0,62.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-07-25,MX_IND,48,45,0.87,1,87.0,Industrial Mixer,Industrial,True,93.75,3,True
2021-07-26,FAN_STD,53,53,0.74,0,74.0,Fan,Cooling,True,100.0,0,False
2021-07-26,EX_FLAT,61,61,0.65,0,65.0,Exhaust Flat,Cooling,True,100.0,0,False
2021-07-26,EX_POLY,47,46,0.74,1,74.0,Exhaust Polygon,Cooling,False,97.87,1,True
2021-07-26,EX_CIRC,42,38,0.93,1,93.0,Exhaust Circular,Cooling,True,90.48,4,True
2021-07-26,AF_5,47,46,0.72,1,72.0,Air Fryer 5L,Kitchen,True,97.87,1,True
2021-07-26,AF_75,39,39,0.89,0,89.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-07-26,BL_CHOP,49,47,0.66,1,66.0,Chopper Blender,Kitchen,True,95.92,2,True
2021-07-26,BL_KIT,53,50,0.88,1,88.0,Kitchen Blender,Kitchen,True,94.34,3,True
2021-07-26,BL_IND,54,50,0.66,1,66.0,Industrial Blender,Industrial,True,92.59,4,True
2021-07-26,ESP,54,51,0.93,1,93.0,Espresso Machine,Kitchen,True,94.44,3,True
2021-07-26,SW,44,43,0.63,1,63.0,Sandwich Maker,Kitchen,True,97.73,1,True
2021-07-26,MX_KIT,41,40,0.91,1,91.0,Kitchen Mixer,Kitchen,False,97.56,1,True
2021-07-26,MX_IND,45,42,0.78,1,78.0,Industrial Mixer,Industrial,True,93.33,3,True
2021-07-27,FAN_STD,49,46,0.68,1,68.0,Fan,Cooling,True,93.88,3,True
2021-07-27,EX_FLAT,45,42,0.67,1,67.0,Exhaust Flat,Cooling,True,93.33,3,True
2021-07-27,EX_POLY,46,42,0.95,1,95.0,Exhaust Polygon,Cooling,False,91.3,4,True
2021-07-27,EX_CIRC,47,46,0.82,1,82.0,Exhaust Circular,Cooling,True,97.87,1,True
2021-07-27,AF_5,56,56,0.67,0,67.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-07-27,AF_75,58,58,0.79,0,79.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-07-27,BL_CHOP,55,53,0.63,1,63.0,Chopper Blender,Kitchen,True,96.36,2,True
2021-07-27,BL_KIT,39,38,0.83,1,83.0,Kitchen Blender,Kitchen,True,97.44,1,True
2021-07-27,BL_IND,60,56,0.88,1,88.0,Industrial Blender,Industrial,True,93.33,4,True
2021-07-27,ESP,47,44,0.75,1,75.0,Espresso Machine,Kitchen,True,93.62,3,True
2021-07-27,SW,52,51,0.89,1,89.0,Sandwich Maker,Kitchen,True,98.08,1,True
2021-07-27,MX_KIT,39,37,0.93,1,93.0,Kitchen Mixer,Kitchen,False,94.87,2,True
2021-07-27,MX_IND,55,53,0.86,1,86.0,Industrial Mixer,Industrial,True,96.36,2,True
2021-07-28,FAN_STD,43,42,0.65,1,65.0,Fan,Cooling,True,97.67,1,True
2021-07-28,EX_FLAT,48,47,0.77,1,77.0,Exhaust Flat,Cooling,True,97.92,1,True
2021-07-28,EX_POLY,53,52,0.81,1,81.0,Exhaust Polygon,Cooling,False,98.11,1,True
2021-07-28,EX_CIRC,40,40,0.91,0,91.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-07-28,AF_5,48,47,0.71,1,71.0,Air Fryer 5L,Kitchen,True,97.92,1,True
2021-07-28,AF_75,44,42,0.69,1,69.0,Air Fryer 7.5L,Kitchen,True,95.45,2,True
2021-07-28,BL_CHOP,55,52,0.86,1,86.0,Chopper Blender,Kitchen,True,94.55,3,True
2021-07-28,BL_KIT,55,54,0.87,1,87.0,Kitchen Blender,Kitchen,True,98.18,1,True
2021-07-28,BL_IND,57,57,0.86,0,86.0,Industrial Blender,Industrial,True,100.0,0,False
2021-07-28,ESP,44,40,0.64,1,64.0,Espresso Machine,Kitchen,True,90.91,4,True
2021-07-28,SW,69,66,0.94,1,94.0,Sandwich Maker,Kitchen,True,95.65,3,True
2021-07-28,MX_KIT,53,53,0.78,0,78.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-07-28,MX_IND,58,56,0.62,1,62.0,Industrial Mixer,Industrial,True,96.55,2,True
2021-07-29,FAN_STD,52,50,0.61,1,61.0,Fan,Cooling,True,96.15,2,True
2021-07-29,EX_FLAT,43,41,0.88,1,88.0,Exhaust Flat,Cooling,True,95.35,2,True
2021-07-29,EX_POLY,56,56,0.86,0,86.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-07-29,EX_CIRC,46,45,0.93,1,93.0,Exhaust Circular,Cooling,True,97.83,1,True
2021-07-29,AF_5,49,48,0.68,1,68.0,Air Fryer 5L,Kitchen,True,97.96,1,True
2021-07-29,AF_75,48,48,0.78,0,78.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-07-29,BL_CHOP,46,43,0.89,1,89.0,Chopper Blender,Kitchen,True,93.48,3,True
2021-07-29,BL_KIT,51,48,0.86,1,86.0,Kitchen Blender,Kitchen,True,94.12,3,True
2021-07-29,BL_IND,53,51,0.91,1,91.0,Industrial Blender,Industrial,True,96.23,2,True
2021-07-29,ESP,47,43,0.89,1,89.0,Espresso Machine,Kitchen,True,91.49,4,True
2021-07-29,SW,34,34,0.84,0,84.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-07-29,MX_KIT,50,46,0.8,1,80.0,Kitchen Mixer,Kitchen,False,92.0,4,True
2021-07-29,MX_IND,38,37,0.93,1,93.0,Industrial Mixer,Industrial,True,97.37,1,True
2021-07-30,FAN_STD,44,42,0.73,1,73.0,Fan,Cooling,True,95.45,2,True
2021-07-30,EX_FLAT,49,45,0.91,1,91.0,Exhaust Flat,Cooling,True,91.84,4,True
2021-07-30,EX_POLY,47,47,0.74,0,74.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-07-30,EX_CIRC,41,41,0.9,0,90.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-07-30,AF_5,61,60,0.86,1,86.0,Air Fryer 5L,Kitchen,True,98.36,1,True
2021-07-30,AF_75,46,45,0.61,1,61.0,Air Fryer 7.5L,Kitchen,True,97.83,1,True
2021-07-30,BL_CHOP,48,45,0.87,1,87.0,Chopper Blender,Kitchen,True,93.75,3,True
2021-07-30,BL_KIT,50,50,0.89,0,89.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-07-30,BL_IND,51,49,0.71,1,71.0,Industrial Blender,Industrial,True,96.08,2,True
2021-07-30,ESP,52,48,0.68,1,68.0,Espresso Machine,Kitchen,True,92.31,4,True
2021-07-30,SW,54,54,0.68,0,68.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-07-30,MX_KIT,65,65,0.62,0,62.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-07-30,MX_IND,56,55,0.65,1,65.0,Industrial Mixer,Industrial,True,98.21,1,True
2021-07-31,FAN_STD,50,46,0.95,1,95.0,Fan,Cooling,True,92.0,4,True
2021-07-31,EX_FLAT,45,42,0.78,1,78.0,Exhaust Flat,Cooling,True,93.33,3,True
2021-07-31,EX_POLY,57,56,0.74,1,74.0,Exhaust Polygon,Cooling,False,98.25,1,True
2021-07-31,EX_CIRC,56,53,0.94,1,94.0,Exhaust Circular,Cooling,True,94.64,3,True
2021-07-31,AF_5,47,47,0.88,0,88.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-07-31,AF_75,45,42,0.73,1,73.0,Air Fryer 7.5L,Kitchen,True,93.33,3,True
2021-07-31,BL_CHOP,51,49,0.8,1,80.0,Chopper Blender,Kitchen,True,96.08,2,True
2021-07-31,BL_KIT,46,42,0.75,1,75.0,Kitchen Blender,Kitchen,True,91.3,4,True
2021-07-31,BL_IND,37,34,0.85,1,85.0,Industrial Blender,Industrial,True,91.89,3,True
2021-07-31,ESP,48,46,0.93,1,93.0,Espresso Machine,Kitchen,True,95.83,2,True
2021-07-31,SW,59,55,0.71,1,71.0,Sandwich Maker,Kitchen,True,93.22,4,True
2021-07-31,MX_KIT,42,41,0.79,1,79.0,Kitchen Mixer,Kitchen,False,97.62,1,True
2021-07-31,MX_IND,52,51,0.89,1,89.0,Industrial Mixer,Industrial,True,98.08,1,True
2021-08-01,FAN_STD,56,53,0.78,1,78.0,Fan,Cooling,True,94.64,3,True
2021-08-01,EX_FLAT,48,46,0.94,1,94.0,Exhaust Flat,Cooling,True,95.83,2,True
2021-08-01,EX_POLY,40,37,0.71,1,71.0,Exhaust Polygon,Cooling,False,92.5,3,True
2021-08-01,EX_CIRC,41,39,0.83,1,83.0,Exhaust Circular,Cooling,True,95.12,2,True
2021-08-01,AF_5,46,43,0.62,1,62.0,Air Fryer 5L,Kitchen,True,93.48,3,True
2021-08-01,AF_75,45,42,0.62,1,62.0,Air Fryer 7.5L,Kitchen,True,93.33,3,True
2021-08-01,BL_CHOP,38,37,0.65,1,65.0,Chopper Blender,Kitchen,True,97.37,1,True
2021-08-01,BL_KIT,43,42,0.9,1,90.0,Kitchen Blender,Kitchen,True,97.67,1,True
2021-08-01,BL_IND,50,49,0.63,1,63.0,Industrial Blender,Industrial,True,98.0,1,True
2021-08-01,ESP,39,36,0.88,1,88.0,Espresso Machine,Kitchen,True,92.31,3,True
2021-08-01,SW,54,53,0.92,1,92.0,Sandwich Maker,Kitchen,True,98.15,1,True
2021-08-01,MX_KIT,48,47,0.81,1,81.0,Kitchen Mixer,Kitchen,False,97.92,1,True
2021-08-01,MX_IND,59,58,0.87,1,87.0,Industrial Mixer,Industrial,True,98.31,1,True
2021-08-02,FAN_STD,43,41,0.77,1,77.0,Fan,Cooling,True,95.35,2,True
2021-08-02,EX_FLAT,40,36,0.79,1,79.0,Exhaust Flat,Cooling,True,90.0,4,True
2021-08-02,EX_POLY,54,52,0.87,1,87.0,Exhaust Polygon,Cooling,False,96.3,2,True
2021-08-02,EX_CIRC,47,45,0.73,1,73.0,Exhaust Circular,Cooling,True,95.74,2,True
2021-08-02,AF_5,53,50,0.75,1,75.0,Air Fryer 5L,Kitchen,True,94.34,3,True
2021-08-02,AF_75,44,40,0.6,1,60.0,Air Fryer 7.5L,Kitchen,True,90.91,4,True
2021-08-02,BL_CHOP,56,56,0.95,0,95.0,Chopper Blender,Kitchen,True,100.0,0,False
2021-08-02,BL_KIT,51,51,0.73,0,73.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-08-02,BL_IND,42,41,0.88,1,88.0,Industrial Blender,Industrial,True,97.62,1,True
2021-08-02,ESP,54,50,0.63,1,63.0,Espresso Machine,Kitchen,True,92.59,4,True
2021-08-02,SW,41,39,0.91,1,91.0,Sandwich Maker,Kitchen,True,95.12,2,True
2021-08-02,MX_KIT,46,46,0.76,0,76.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-08-02,MX_IND,45,42,0.85,1,85.0,Industrial Mixer,Industrial,True,93.33,3,True
2021-08-03,FAN_STD,53,51,0.69,1,69.0,Fan,Cooling,True,96.23,2,True
2021-08-03,EX_FLAT,67,63,0.61,1,61.0,Exhaust Flat,Cooling,True,94.03,4,True
2021-08-03,EX_POLY,36,35,0.66,1,66.0,Exhaust Polygon,Cooling,False,97.22,1,True
2021-08-03,EX_CIRC,40,38,0.87,1,87.0,Exhaust Circular,Cooling,True,95.0,2,True
2021-08-03,AF_5,59,55,0.93,1,93.0,Air Fryer 5L,Kitchen,True,93.22,4,True
2021-08-03,AF_75,50,47,0.94,1,94.0,Air Fryer 7.5L,Kitchen,True,94.0,3,True
2021-08-03,BL_CHOP,47,44,0.84,1,84.0,Chopper Blender,Kitchen,True,93.62,3,True
2021-08-03,BL_KIT,43,41,0.66,1,66.0,Kitchen Blender,Kitchen,True,95.35,2,True
2021-08-03,BL_IND,56,56,0.68,0,68.0,Industrial Blender,Industrial,True,100.0,0,False
2021-08-03,ESP,54,50,0.95,1,95.0,Espresso Machine,Kitchen,True,92.59,4,True
2021-08-03,SW,44,42,0.83,1,83.0,Sandwich Maker,Kitchen,True,95.45,2,True
2021-08-03,MX_KIT,39,38,0.75,1,75.0,Kitchen Mixer,Kitchen,False,97.44,1,True
2021-08-03,MX_IND,54,50,0.66,1,66.0,Industrial Mixer,Industrial,True,92.59,4,True
2021-08-04,FAN_STD,38,36,0.61,1,61.0,Fan,Cooling,True,94.74,2,True
2021-08-04,EX_FLAT,43,42,0.72,1,72.0,Exhaust Flat,Cooling,True,97.67,1,True
2021-08-04,EX_POLY,46,46,0.87,0,87.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-08-04,EX_CIRC,44,44,0.63,0,63.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-08-04,AF_5,40,36,0.92,1,92.0,Air Fryer 5L,Kitchen,True,90.0,4,True
2021-08-04,AF_75,54,52,0.91,1,91.0,Air Fryer 7.5L,Kitchen,True,96.3,2,True
2021-08-04,BL_CHOP,48,44,0.69,1,69.0,Chopper Blender,Kitchen,True,91.67,4,True
2021-08-04,BL_KIT,59,57,0.73,1,73.0,Kitchen Blender,Kitchen,True,96.61,2,True
2021-08-04,BL_IND,40,38,0.94,1,94.0,Industrial Blender,Industrial,True,95.0,2,True
2021-08-04,ESP,49,48,0.67,1,67.0,Espresso Machine,Kitchen,True,97.96,1,True
2021-08-04,SW,43,41,0.92,1,92.0,Sandwich Maker,Kitchen,True,95.35,2,True
2021-08-04,MX_KIT,42,42,0.64,0,64.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-08-04,MX_IND,44,40,0.78,1,78.0,Industrial Mixer,Industrial,True,90.91,4,True
2021-08-05,FAN_STD,57,54,0.85,1,85.0,Fan,Cooling,True,94.74,3,True
2021-08-05,EX_FLAT,48,46,0.78,1,78.0,Exhaust Flat,Cooling,True,95.83,2,True
2021-08-05,EX_POLY,52,48,0.92,1,92.0,Exhaust Polygon,Cooling,False,92.31,4,True
2021-08-05,EX_CIRC,55,52,0.83,1,83.0,Exhaust Circular,Cooling,True,94.55,3,True
2021-08-05,AF_5,52,52,0.88,0,88.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-08-05,AF_75,42,41,0.74,1,74.0,Air Fryer 7.5L,Kitchen,True,97.62,1,True
2021-08-05,BL_CHOP,51,50,0.83,1,83.0,Chopper Blender,Kitchen,True,98.04,1,True
2021-08-05,BL_KIT,49,49,0.82,0,82.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-08-05,BL_IND,44,42,0.95,1,95.0,Industrial Blender,Industrial,True,95.45,2,True
2021-08-05,ESP,42,38,0.93,1,93.0,Espresso Machine,Kitchen,True,90.48,4,True
2021-08-05,SW,55,51,0.9,1,90.0,Sandwich Maker,Kitchen,True,92.73,4,True
2021-08-05,MX_KIT,59,58,0.91,1,91.0,Kitchen Mixer,Kitchen,False,98.31,1,True
2021-08-05,MX_IND,50,49,0.73,1,73.0,Industrial Mixer,Industrial,True,98.0,1,True
2021-08-06,FAN_STD,50,46,0.71,1,71.0,Fan,Cooling,True,92.0,4,True
2021-08-06,EX_FLAT,52,49,0.8,1,80.0,Exhaust Flat,Cooling,True,94.23,3,True
2021-08-06,EX_POLY,63,59,0.66,1,66.0,Exhaust Polygon,Cooling,False,93.65,4,True
2021-08-06,EX_CIRC,50,49,0.72,1,72.0,Exhaust Circular,Cooling,True,98.0,1,True
2021-08-06,AF_5,55,51,0.62,1,62.0,Air Fryer 5L,Kitchen,True,92.73,4,True
2021-08-06,AF_75,37,37,0.83,0,83.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-08-06,BL_CHOP,53,52,0.61,1,61.0,Chopper Blender,Kitchen,True,98.11,1,True
2021-08-06,BL_KIT,55,55,0.71,0,71.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-08-06,BL_IND,48,48,0.71,0,71.0,Industrial Blender,Industrial,True,100.0,0,False
2021-08-06,ESP,38,35,0.7,1,70.0,Espresso Machine,Kitchen,True,92.11,3,True
2021-08-06,SW,54,50,0.92,1,92.0,Sandwich Maker,Kitchen,True,92.59,4,True
2021-08-06,MX_KIT,71,71,0.68,0,68.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-08-06,MX_IND,61,58,0.92,1,92.0,Industrial Mixer,Industrial,True,95.08,3,True
2021-08-07,FAN_STD,50,48,0.72,1,72.0,Fan,Cooling,True,96.0,2,True
2021-08-07,EX_FLAT,48,44,0.77,1,77.0,Exhaust Flat,Cooling,True,91.67,4,True
2021-08-07,EX_POLY,50,46,0.74,1,74.0,Exhaust Polygon,Cooling,False,92.0,4,True
2021-08-07,EX_CIRC,37,33,0.71,1,71.0,Exhaust Circular,Cooling,True,89.19,4,True
2021-08-07,AF_5,56,56,0.66,0,66.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-08-07,AF_75,53,50,0.63,1,63.0,Air Fryer 7.5L,Kitchen,True,94.34,3,True
2021-08-07,BL_CHOP,53,53,0.7,0,70.0,Chopper Blender,Kitchen,True,100.0,0,False
2021-08-07,BL_KIT,44,42,0.75,1,75.0,Kitchen Blender,Kitchen,True,95.45,2,True
2021-08-07,BL_IND,51,51,0.89,0,89.0,Industrial Blender,Industrial,True,100.0,0,False
2021-08-07,ESP,55,52,0.8,1,80.0,Espresso Machine,Kitchen,True,94.55,3,True
2021-08-07,SW,64,61,0.82,1,82.0,Sandwich Maker,Kitchen,True,95.31,3,True
2021-08-07,MX_KIT,48,47,0.91,1,91.0,Kitchen Mixer,Kitchen,False,97.92,1,True
2021-08-07,MX_IND,58,55,0.91,1,91.0,Industrial Mixer,Industrial,True,94.83,3,True
2021-08-08,FAN_STD,43,42,0.74,1,74.0,Fan,Cooling,True,97.67,1,True
2021-08-08,EX_FLAT,34,34,0.81,0,81.0,Exhaust Flat,Cooling,True,100.0,0,False
2021-08-08,EX_POLY,53,50,0.78,1,78.0,Exhaust Polygon,Cooling,False,94.34,3,True
2021-08-08,EX_CIRC,49,49,0.86,0,86.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-08-08,AF_5,43,39,0.72,1,72.0,Air Fryer 5L,Kitchen,True,90.7,4,True
2021-08-08,AF_75,33,30,0.7,1,70.0,Air Fryer 7.5L,Kitchen,True,90.91,3,True
2021-08-08,BL_CHOP,52,48,0.87,1,87.0,Chopper Blender,Kitchen,True,92.31,4,True
2021-08-08,BL_KIT,50,46,0.8,1,80.0,Kitchen Blender,Kitchen,True,92.0,4,True
2021-08-08,BL_IND,51,49,0.75,1,75.0,Industrial Blender,Industrial,True,96.08,2,True
2021-08-08,ESP,45,43,0.83,1,83.0,Espresso Machine,Kitchen,True,95.56,2,True
2021-08-08,SW,58,55,0.72,1,72.0,Sandwich Maker,Kitchen,True,94.83,3,True
2021-08-08,MX_KIT,42,38,0.95,1,95.0,Kitchen Mixer,Kitchen,False,90.48,4,True
2021-08-08,MX_IND,65,62,0.89,1,89.0,Industrial Mixer,Industrial,True,95.38,3,True
2021-08-09,FAN_STD,58,55,0.95,1,95.0,Fan,Cooling,True,94.83,3,True
2021-08-09,EX_FLAT,53,51,0.95,1,95.0,Exhaust Flat,Cooling,True,96.23,2,True
2021-08-09,EX_POLY,57,57,0.73,0,73.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-08-09,EX_CIRC,46,46,0.93,0,93.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-08-09,AF_5,51,50,0.81,1,81.0,Air Fryer 5L,Kitchen,True,98.04,1,True
2021-08-09,AF_75,47,46,0.6,1,60.0,Air Fryer 7.5L,Kitchen,True,97.87,1,True
2021-08-09,BL_CHOP,44,44,0.63,0,63.0,Chopper Blender,Kitchen,True,100.0,0,False
2021-08-09,BL_KIT,73,71,0.93,1,93.0,Kitchen Blender,Kitchen,True,97.26,2,True
2021-08-09,BL_IND,62,59,0.62,1,62.0,Industrial Blender,Industrial,True,95.16,3,True
2021-08-09,ESP,52,49,0.66,1,66.0,Espresso Machine,Kitchen,True,94.23,3,True
2021-08-09,SW,51,47,0.64,1,64.0,Sandwich Maker,Kitchen,True,92.16,4,True
2021-08-09,MX_KIT,46,45,0.79,1,79.0,Kitchen Mixer,Kitchen,False,97.83,1,True
2021-08-09,MX_IND,49,45,0.69,1,69.0,Industrial Mixer,Industrial,True,91.84,4,True
2021-08-10,FAN_STD,57,55,0.63,1,63.0,Fan,Cooling,True,96.49,2,True
2021-08-10,EX_FLAT,46,42,0.95,1,95.0,Exhaust Flat,Cooling,True,91.3,4,True
2021-08-10,EX_POLY,46,44,0.65,1,65.0,Exhaust Polygon,Cooling,False,95.65,2,True
2021-08-10,EX_CIRC,54,52,0.94,1,94.0,Exhaust Circular,Cooling,True,96.3,2,True
2021-08-10,AF_5,58,58,0.78,0,78.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-08-10,AF_75,54,52,0.61,1,61.0,Air Fryer 7.5L,Kitchen,True,96.3,2,True
2021-08-10,BL_CHOP,40,38,0.8,1,80.0,Chopper Blender,Kitchen,True,95.0,2,True
2021-08-10,BL_KIT,48,48,0.62,0,62.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-08-10,BL_IND,50,47,0.77,1,77.0,Industrial Blender,Industrial,True,94.0,3,True
2021-08-10,ESP,59,57,0.68,1,68.0,Espresso Machine,Kitchen,True,96.61,2,True
2021-08-10,SW,51,47,0.77,1,77.0,Sandwich Maker,Kitchen,True,92.16,4,True
2021-08-10,MX_KIT,48,44,0.68,1,68.0,Kitchen Mixer,Kitchen,False,91.67,4,True
2021-08-10,MX_IND,48,45,0.84,1,84.0,Industrial Mixer,Industrial,True,93.75,3,True
2021-08-11,FAN_STD,47,45,0.81,1,81.0,Fan,Cooling,True,95.74,2,True
2021-08-11,EX_FLAT,55,51,0.85,1,85.0,Exhaust Flat,Cooling,True,92.73,4,True
2021-08-11,EX_POLY,54,51,0.66,1,66.0,Exhaust Polygon,Cooling,False,94.44,3,True
2021-08-11,EX_CIRC,40,38,0.74,1,74.0,Exhaust Circular,Cooling,True,95.0,2,True
2021-08-11,AF_5,38,34,0.61,1,61.0,Air Fryer 5L,Kitchen,True,89.47,4,True
2021-08-11,AF_75,35,33,0.9,1,90.0,Air Fryer 7.5L,Kitchen,True,94.29,2,True
2021-08-11,BL_CHOP,48,45,0.63,1,63.0,Chopper Blender,Kitchen,True,93.75,3,True
2021-08-11,BL_KIT,48,45,0.92,1,92.0,Kitchen Blender,Kitchen,True,93.75,3,True
2021-08-11,BL_IND,57,56,0.76,1,76.0,Industrial Blender,Industrial,True,98.25,1,True
2021-08-11,ESP,47,44,0.6,1,60.0,Espresso Machine,Kitchen,True,93.62,3,True
2021-08-11,SW,54,51,0.9,1,90.0,Sandwich Maker,Kitchen,True,94.44,3,True
2021-08-11,MX_KIT,44,43,0.68,1,68.0,Kitchen Mixer,Kitchen,False,97.73,1,True
2021-08-11,MX_IND,45,42,0.64,1,64.0,Industrial Mixer,Industrial,True,93.33,3,True
2021-08-12,FAN_STD,51,51,0.72,0,72.0,Fan,Cooling,True,100.0,0,False
2021-08-12,EX_FLAT,54,52,0.74,1,74.0,Exhaust Flat,Cooling,True,96.3,2,True
2021-08-12,EX_POLY,52,52,0.87,0,87.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-08-12,EX_CIRC,43,43,0.72,0,72.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-08-12,AF_5,49,49,0.83,0,83.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-08-12,AF_75,49,49,0.63,0,63.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-08-12,BL_CHOP,43,40,0.69,1,69.0,Chopper Blender,Kitchen,True,93.02,3,True
2021-08-12,BL_KIT,56,53,0.62,1,62.0,Kitchen Blender,Kitchen,True,94.64,3,True
2021-08-12,BL_IND,52,50,0.63,1,63.0,Industrial Blender,Industrial,True,96.15,2,True
2021-08-12,ESP,53,51,0.81,1,81.0,Espresso Machine,Kitchen,True,96.23,2,True
2021-08-12,SW,46,44,0.88,1,88.0,Sandwich Maker,Kitchen,True,95.65,2,True
2021-08-12,MX_KIT,53,53,0.74,0,74.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-08-12,MX_IND,49,45,0.81,1,81.0,Industrial Mixer,Industrial,True,91.84,4,True
2021-08-13,FAN_STD,47,44,0.6,1,60.0,Fan,Cooling,True,93.62,3,True
2021-08-13,EX_FLAT,52,51,0.89,1,89.0,Exhaust Flat,Cooling,True,98.08,1,True
2021-08-13,EX_POLY,48,47,0.61,1,61.0,Exhaust Polygon,Cooling,False,97.92,1,True
2021-08-13,EX_CIRC,70,67,0.94,1,94.0,Exhaust Circular,Cooling,True,95.71,3,True
2021-08-13,AF_5,59,57,0.76,1,76.0,Air Fryer 5L,Kitchen,True,96.61,2,True
2021-08-13,AF_75,52,50,0.95,1,95.0,Air Fryer 7.5L,Kitchen,True,96.15,2,True
2021-08-13,BL_CHOP,53,52,0.84,1,84.0,Chopper Blender,Kitchen,True,98.11,1,True
2021-08-13,BL_KIT,52,50,0.72,1,72.0,Kitchen Blender,Kitchen,True,96.15,2,True
2021-08-13,BL_IND,53,52,0.74,1,74.0,Industrial Blender,Industrial,True,98.11,1,True
2021-08-13,ESP,47,44,0.82,1,82.0,Espresso Machine,Kitchen,True,93.62,3,True
2021-08-13,SW,70,70,0.67,0,67.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-08-13,MX_KIT,52,48,0.75,1,75.0,Kitchen Mixer,Kitchen,False,92.31,4,True
2021-08-13,MX_IND,44,44,0.83,0,83.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-08-14,FAN_STD,62,60,0.7,1,70.0,Fan,Cooling,True,96.77,2,True
2021-08-14,EX_FLAT,55,51,0.66,1,66.0,Exhaust Flat,Cooling,True,92.73,4,True
2021-08-14,EX_POLY,53,50,0.72,1,72.0,Exhaust Polygon,Cooling,False,94.34,3,True
2021-08-14,EX_CIRC,53,50,0.81,1,81.0,Exhaust Circular,Cooling,True,94.34,3,True
2021-08-14,AF_5,44,44,0.81,0,81.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-08-14,AF_75,52,50,0.63,1,63.0,Air Fryer 7.5L,Kitchen,True,96.15,2,True
2021-08-14,BL_CHOP,52,51,0.68,1,68.0,Chopper Blender,Kitchen,True,98.08,1,True
2021-08-14,BL_KIT,51,49,0.82,1,82.0,Kitchen Blender,Kitchen,True,96.08,2,True
2021-08-14,BL_IND,50,46,0.62,1,62.0,Industrial Blender,Industrial,True,92.0,4,True
2021-08-14,ESP,50,46,0.85,1,85.0,Espresso Machine,Kitchen,True,92.0,4,True
2021-08-14,SW,55,55,0.7,0,70.0,Sandwich Maker,Kitchen,True,100.0,0,False
