date,product_id,stock,product_name,category,type,is_active,avg_daily_demand,coverage_days,stock_status
2021-05-04,MX_IND,675,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.09,Critical
2021-05-05,FAN_STD,618,Fan,Cooling,Standard,True,85.31910235358511,7.24,Low
2021-05-05,EX_FLAT,345,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.76,Critical
2021-05-05,EX_POLY,263,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-05,EX_CIRC,113,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,1.36,Critical
2021-05-05,AF_5,699,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,17.77,Healthy
2021-05-05,AF_75,808,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,6.63,Low
2021-05-05,BL_CHOP,686,Chopper Blender,Kitchen,Blender,True,121.46524356869185,5.65,Low
2021-05-05,BL_KIT,979,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,12.48,Low
2021-05-05,BL_IND,266,Industrial Blender,Industrial,Blender,True,38.551176792556106,6.9,Low
2021-05-05,ESP,638,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,7.72,Low
2021-05-05,SW,341,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,7.69,Low
2021-05-05,MX_KIT,860,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-05,MX_IND,812,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.93,Critical
2021-05-06,FAN_STD,555,Fan,Cooling,Standard,True,85.31910235358511,6.5,Low
2021-05-06,EX_FLAT,258,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.06,Critical
2021-05-06,EX_POLY,415,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-06,EX_CIRC,235,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.83,Critical
2021-05-06,AF_5,905,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,23.01,Healthy
2021-05-06,AF_75,526,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,4.31,Critical
2021-05-06,BL_CHOP,704,Chopper Blender,Kitchen,Blender,True,121.46524356869185,5.8,Low
2021-05-06,BL_KIT,643,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,8.2,Low
2021-05-06,BL_IND,695,Industrial Blender,Industrial,Blender,True,38.551176792556106,18.03,Healthy
2021-05-06,ESP,272,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,3.29,Critical
2021-05-06,SW,856,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,19.3,Healthy
2021-05-06,MX_KIT,569,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-06,MX_IND,697,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.23,Critical
2021-05-07,FAN_STD,798,Fan,Cooling,Standard,True,85.31910235358511,9.35,Low
2021-05-07,EX_FLAT,740,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.92,Low
2021-05-07,EX_POLY,460,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-07,EX_CIRC,328,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,3.94,Critical
2021-05-07,AF_5,130,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,3.3,Critical
2021-05-07,AF_75,714,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,5.86,Low
2021-05-07,BL_CHOP,818,Chopper Blender,Kitchen,Blender,True,121.46524356869185,6.73,Low
2021-05-07,BL_KIT,233,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.97,Critical
2021-05-07,BL_IND,855,Industrial Blender,Industrial,Blender,True,38.551176792556106,22.18,Healthy
2021-05-07,ESP,388,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,4.7,Critical
2021-05-07,SW,169,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,3.81,Critical
2021-05-07,MX_KIT,146,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-07,MX_IND,953,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,5.78,Low
2021-05-08,FAN_STD,757,Fan,Cooling,Standard,True,85.31910235358511,8.87,Low
2021-05-08,EX_FLAT,729,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.83,Low
2021-05-08,EX_POLY,301,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-08,EX_CIRC,347,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,4.17,Critical
2021-05-08,AF_5,290,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,7.37,Low
2021-05-08,AF_75,575,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,4.72,Critical
2021-05-08,BL_CHOP,525,Chopper Blender,Kitchen,Blender,True,121.46524356869185,4.32,Critical
2021-05-08,BL_KIT,957,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,12.2,Low
2021-05-08,BL_IND,221,Industrial Blender,Industrial,Blender,True,38.551176792556106,5.73,Low
2021-05-08,ESP,437,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,5.29,Low
2021-05-08,SW,747,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,16.84,Healthy
2021-05-08,MX_KIT,105,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-08,MX_IND,602,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,3.65,Critical
2021-05-09,FAN_STD,317,Fan,Cooling,Standard,True,85.31910235358511,3.72,Critical
2021-05-09,EX_FLAT,146,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.17,Critical
2021-05-09,EX_POLY,642,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-09,EX_CIRC,964,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,11.59,Low
2021-05-09,AF_5,320,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,8.13,Low
2021-05-09,AF_75,694,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,5.69,Low
2021-05-09,BL_CHOP,254,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.09,Critical
2021-05-09,BL_KIT,414,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.28,Low
2021-05-09,BL_IND,693,Industrial Blender,Industrial,Blender,True,38.551176792556106,17.98,Healthy
2021-05-09,ESP,871,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,10.54,Low
2021-05-09,SW,186,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,4.19,Critical
2021-05-09,MX_KIT,251,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-09,MX_IND,275,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,1.67,Critical
2021-05-10,FAN_STD,302,Fan,Cooling,Standard,True,85.31910235358511,3.54,Critical
2021-05-10,EX_FLAT,974,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,7.79,Low
2021-05-10,EX_POLY,604,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-10,EX_CIRC,625,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,7.51,Low
2021-05-10,AF_5,750,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,19.07,Healthy
2021-05-10,AF_75,432,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.54,Critical
2021-05-10,BL_CHOP,633,Chopper Blender,Kitchen,Blender,True,121.46524356869185,5.21,Low
2021-05-10,BL_KIT,843,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,10.75,Low
2021-05-10,BL_IND,753,Industrial Blender,Industrial,Blender,True,38.551176792556106,19.53,Healthy
2021-05-10,ESP,375,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,4.54,Critical
2021-05-10,SW,740,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,16.68,Healthy
2021-05-10,MX_KIT,632,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-10,MX_IND,918,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,5.57,Low
2021-05-11,FAN_STD,444,Fan,Cooling,Standard,True,85.31910235358511,5.2,Low
2021-05-11,EX_FLAT,191,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.53,Critical
2021-05-11,EX_POLY,200,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-11,EX_CIRC,707,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,8.5,Low
2021-05-11,AF_5,795,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,20.21,Healthy
2021-05-11,AF_75,199,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,1.63,Critical
2021-05-11,BL_CHOP,135,Chopper Blender,Kitchen,Blender,True,121.46524356869185,1.11,Critical
2021-05-11,BL_KIT,485,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,6.18,Low
2021-05-11,BL_IND,395,Industrial Blender,Industrial,Blender,True,38.551176792556106,10.25,Low
2021-05-11,ESP,256,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,3.1,Critical
2021-05-11,SW,209,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,4.71,Critical
2021-05-11,MX_KIT,499,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-11,MX_IND,428,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.6,Critical
2021-05-12,FAN_STD,603,Fan,Cooling,Standard,True,85.31910235358511,7.07,Low
2021-05-12,EX_FLAT,459,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,3.67,Critical
2021-05-12,EX_POLY,208,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-12,EX_CIRC,610,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,7.33,Low
2021-05-12,AF_5,232,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,5.9,Low
2021-05-12,AF_75,284,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,2.33,Critical
2021-05-12,BL_CHOP,752,Chopper Blender,Kitchen,Blender,True,121.46524356869185,6.19,Low
2021-05-12,BL_KIT,336,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,4.28,Critical
2021-05-12,BL_IND,956,Industrial Blender,Industrial,Blender,True,38.551176792556106,24.8,Healthy
2021-05-12,ESP,593,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,7.18,Low
2021-05-12,SW,748,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,16.86,Healthy
2021-05-12,MX_KIT,148,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-12,MX_IND,758,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.6,Critical
2021-05-13,FAN_STD,104,Fan,Cooling,Standard,True,85.31910235358511,1.22,Critical
2021-05-13,EX_FLAT,323,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.58,Critical
2021-05-13,EX_POLY,246,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-13,EX_CIRC,998,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,12.0,Low
2021-05-13,AF_5,378,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,9.61,Low
2021-05-13,AF_75,910,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,7.46,Low
2021-05-13,BL_CHOP,877,Chopper Blender,Kitchen,Blender,True,121.46524356869185,7.22,Low
2021-05-13,BL_KIT,183,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.33,Critical
2021-05-13,BL_IND,433,Industrial Blender,Industrial,Blender,True,38.551176792556106,11.23,Low
2021-05-13,ESP,421,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,5.1,Low
2021-05-13,SW,835,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,18.82,Healthy
2021-05-13,MX_KIT,509,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-13,MX_IND,520,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,3.15,Critical
2021-05-14,FAN_STD,464,Fan,Cooling,Standard,True,85.31910235358511,5.44,Low
2021-05-14,EX_FLAT,207,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.66,Critical
2021-05-14,EX_POLY,831,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-14,EX_CIRC,379,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,4.56,Critical
2021-05-14,AF_5,398,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,10.12,Low
2021-05-14,AF_75,480,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,3.94,Critical
2021-05-14,BL_CHOP,727,Chopper Blender,Kitchen,Blender,True,121.46524356869185,5.99,Low
2021-05-14,BL_KIT,758,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,9.66,Low
2021-05-14,BL_IND,944,Industrial Blender,Industrial,Blender,True,38.551176792556106,24.49,Healthy
2021-05-14,ESP,503,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,6.09,Low
2021-05-14,SW,820,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,18.49,Healthy
2021-05-14,MX_KIT,894,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-14,MX_IND,726,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.4,Critical
2021-05-15,FAN_STD,871,Fan,Cooling,Standard,True,85.31910235358511,10.21,Low
2021-05-15,EX_FLAT,642,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,5.13,Low
2021-05-15,EX_POLY,671,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-15,EX_CIRC,701,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,8.43,Low
2021-05-15,AF_5,904,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,22.98,Healthy
2021-05-15,AF_75,164,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,1.35,Critical
2021-05-15,BL_CHOP,141,Chopper Blender,Kitchen,Blender,True,121.46524356869185,1.16,Critical
2021-05-15,BL_KIT,464,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.92,Low
2021-05-15,BL_IND,598,Industrial Blender,Industrial,Blender,True,38.551176792556106,15.51,Healthy
2021-05-15,ESP,179,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,2.17,Critical
2021-05-15,SW,990,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,22.32,Healthy
2021-05-15,MX_KIT,955,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-15,MX_IND,396,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.4,Critical
2021-05-16,FAN_STD,763,Fan,Cooling,Standard,True,85.31910235358511,8.94,Low
2021-05-16,EX_FLAT,136,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.09,Critical
2021-05-16,EX_POLY,349,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-16,EX_CIRC,142,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,1.71,Critical
2021-05-16,AF_5,807,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,20.51,Healthy
2021-05-16,AF_75,342,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,2.81,Critical
2021-05-16,BL_CHOP,988,Chopper Blender,Kitchen,Blender,True,121.46524356869185,8.13,Low
2021-05-16,BL_KIT,235,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,3.0,Critical
2021-05-16,BL_IND,734,Industrial Blender,Industrial,Blender,True,38.551176792556106,19.04,Healthy
2021-05-16,ESP,435,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,5.27,Low
2021-05-16,SW,846,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,19.07,Healthy
2021-05-16,MX_KIT,734,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-16,MX_IND,108,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,0.66,Critical
2021-05-17,FAN_STD,844,Fan,Cooling,Standard,True,85.31910235358511,9.89,Low
2021-05-17,EX_FLAT,955,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,7.64,Low
2021-05-17,EX_POLY,906,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-17,EX_CIRC,996,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,11.97,Low
2021-05-17,AF_5,230,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,5.85,Low
2021-05-17,AF_75,748,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,6.14,Low
2021-05-17,BL_CHOP,787,Chopper Blender,Kitchen,Blender,True,121.46524356869185,6.48,Low
2021-05-17,BL_KIT,465,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.93,Low
2021-05-17,BL_IND,920,Industrial Blender,Industrial,Blender,True,38.551176792556106,23.86,Healthy
2021-05-17,ESP,530,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,6.42,Low
2021-05-17,SW,274,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,6.18,Low
2021-05-17,MX_KIT,802,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-17,MX_IND,349,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.12,Critical
2021-05-18,FAN_STD,878,Fan,Cooling,Standard,True,85.31910235358511,10.29,Low
2021-05-18,EX_FLAT,276,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.21,Critical
2021-05-18,EX_POLY,140,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-18,EX_CIRC,208,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.5,Critical
2021-05-18,AF_5,358,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,9.1,Low
2021-05-18,AF_75,837,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,6.87,Low
2021-05-18,BL_CHOP,198,Chopper Blender,Kitchen,Blender,True,121.46524356869185,1.63,Critical
2021-05-18,BL_KIT,435,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.55,Low
2021-05-18,BL_IND,881,Industrial Blender,Industrial,Blender,True,38.551176792556106,22.85,Healthy
2021-05-18,ESP,967,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,11.71,Low
2021-05-18,SW,678,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,15.28,Healthy
2021-05-18,MX_KIT,211,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-18,MX_IND,341,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.07,Critical
2021-05-19,FAN_STD,735,Fan,Cooling,Standard,True,85.31910235358511,8.61,Low
2021-05-19,EX_FLAT,233,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,1.86,Critical
2021-05-19,EX_POLY,115,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-19,EX_CIRC,715,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,8.6,Low
2021-05-19,AF_5,389,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,9.89,Low
2021-05-19,AF_75,195,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,1.6,Critical
2021-05-19,BL_CHOP,608,Chopper Blender,Kitchen,Blender,True,121.46524356869185,5.01,Low
2021-05-19,BL_KIT,452,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.76,Low
2021-05-19,BL_IND,831,Industrial Blender,Industrial,Blender,True,38.551176792556106,21.56,Healthy
2021-05-19,ESP,245,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,2.97,Critical
2021-05-19,SW,408,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,9.2,Low
2021-05-19,MX_KIT,100,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-19,MX_IND,595,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,3.61,Critical
2021-05-20,FAN_STD,768,Fan,Cooling,Standard,True,85.31910235358511,9.0,Low
2021-05-20,EX_FLAT,958,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,7.66,Low
2021-05-20,EX_POLY,497,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-20,EX_CIRC,867,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,10.42,Low
2021-05-20,AF_5,763,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,19.4,Healthy
2021-05-20,AF_75,946,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,7.76,Low
2021-05-20,BL_CHOP,301,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.48,Critical
2021-05-20,BL_KIT,763,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,9.73,Low
2021-05-20,BL_IND,115,Industrial Blender,Industrial,Blender,True,38.551176792556106,2.98,Critical
2021-05-20,ESP,194,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,2.35,Critical
2021-05-20,SW,768,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,17.31,Healthy
2021-05-20,MX_KIT,492,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-20,MX_IND,775,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.7,Critical
2021-05-21,FAN_STD,686,Fan,Cooling,Standard,True,85.31910235358511,8.04,Low
2021-05-21,EX_FLAT,118,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,0.94,Critical
2021-05-21,EX_POLY,499,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-21,EX_CIRC,876,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,10.53,Low
2021-05-21,AF_5,399,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,10.14,Low
2021-05-21,AF_75,280,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,2.3,Critical
2021-05-21,BL_CHOP,574,Chopper Blender,Kitchen,Blender,True,121.46524356869185,4.73,Critical
2021-05-21,BL_KIT,709,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,9.04,Low
2021-05-21,BL_IND,686,Industrial Blender,Industrial,Blender,True,38.551176792556106,17.79,Healthy
2021-05-21,ESP,566,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,6.85,Low
2021-05-21,SW,811,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,18.28,Healthy
2021-05-21,MX_KIT,270,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-21,MX_IND,478,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.9,Critical
2021-05-22,FAN_STD,979,Fan,Cooling,Standard,True,85.31910235358511,11.47,Low
2021-05-22,EX_FLAT,908,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,7.26,Low
2021-05-22,EX_POLY,110,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-22,EX_CIRC,240,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,2.89,Critical
2021-05-22,AF_5,308,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,7.83,Low
2021-05-22,AF_75,910,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,7.46,Low
2021-05-22,BL_CHOP,570,Chopper Blender,Kitchen,Blender,True,121.46524356869185,4.69,Critical
2021-05-22,BL_KIT,409,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,5.21,Low
2021-05-22,BL_IND,533,Industrial Blender,Industrial,Blender,True,38.551176792556106,13.83,Low
2021-05-22,ESP,940,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,11.38,Low
2021-05-22,SW,188,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,4.24,Critical
2021-05-22,MX_KIT,826,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-22,MX_IND,410,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,2.49,Critical
2021-05-23,FAN_STD,215,Fan,Cooling,Standard,True,85.31910235358511,2.52,Critical
2021-05-23,EX_FLAT,394,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,3.15,Critical
2021-05-23,EX_POLY,236,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-23,EX_CIRC,333,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,4.0,Critical
2021-05-23,AF_5,316,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,8.03,Low
2021-05-23,AF_75,828,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,6.79,Low
2021-05-23,BL_CHOP,365,Chopper Blender,Kitchen,Blender,True,121.46524356869185,3.0,Critical
2021-05-23,BL_KIT,479,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,6.11,Low
2021-05-23,BL_IND,754,Industrial Blender,Industrial,Blender,True,38.551176792556106,19.56,Healthy
2021-05-23,ESP,207,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,2.51,Critical
2021-05-23,SW,278,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,6.27,Low
2021-05-23,MX_KIT,614,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-23,MX_IND,763,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,4.63,Critical
2021-05-24,FAN_STD,187,Fan,Cooling,Standard,True,85.31910235358511,2.19,Critical
2021-05-24,EX_FLAT,605,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,4.84,Critical
2021-05-24,EX_POLY,620,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-24,EX_CIRC,388,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,4.66,Critical
2021-05-24,AF_5,113,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,2.87,Critical
2021-05-24,AF_75,870,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,7.14,Low
2021-05-24,BL_CHOP,923,Chopper Blender,Kitchen,Blender,True,121.46524356869185,7.6,Low
2021-05-24,BL_KIT,179,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,2.28,Critical
2021-05-24,BL_IND,518,Industrial Blender,Industrial,Blender,True,38.551176792556106,13.44,Low
2021-05-24,ESP,545,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,6.6,Low
2021-05-24,SW,825,Sandwich Maker,Kitchen,Heating,True,44.36015325670498,18.6,Healthy
2021-05-24,MX_KIT,986,Kitchen Mixer,Kitchen,Mixer,False,0.0,,Healthy
2021-05-24,MX_IND,112,Industrial Mixer,Industrial,Mixer,True,164.83579638752053,0.68,Critical
2021-05-25,FAN_STD,974,Fan,Cooling,Standard,True,85.31910235358511,11.42,Low
2021-05-25,EX_FLAT,367,Exhaust Flat,Cooling,Exhaust,True,125.04378762999453,2.93,Critical
2021-05-25,EX_POLY,173,Exhaust Polygon,Cooling,Exhaust,False,0.0,,Healthy
2021-05-25,EX_CIRC,621,Exhaust Circular,Cooling,Exhaust,True,83.18117131910235,7.47,Low
2021-05-25,AF_5,663,Air Fryer 5L,Kitchen,AirFryer,True,39.338806787082646,16.85,Healthy
2021-05-25,AF_75,979,Air Fryer 7.5L,Kitchen,AirFryer,True,121.91297208538587,8.03,Low
2021-05-25,BL_CHOP,349,Chopper Blender,Kitchen,Blender,True,121.46524356869185,2.87,Critical
2021-05-25,BL_KIT,817,Kitchen Blender,Kitchen,Blender,True,78.44444444444444,10.42,Low
2021-05-25,BL_IND,196,Industrial Blender,Industrial,Blender,True,38.551176792556106,5.08,Low
2021-05-25,ESP,716,Espresso Machine,Kitchen,Coffee,True,82.60974274767378,8.67,Low
